2020,1,10086,3
2020,2,10086,2
2020,3,10086,1
2020,4,10086,9
2020,5,10086,4
2020,6,10086,8
2020,7,10086,9
2020,8,10086,9
2020,9,10086,4
2020,10,10086,6
2020,11,10086,4
2020,12,10086,1
2020,13,10086,10
2020,14,10086,9
2020,15,10086,10
2020,16,10086,2
2020,17,10086,6
2020,18,10086,5
2020,19,10086,3
2020,20,10086,7
2020,21,10086,8
2020,22,10086,4
2020,23,10086,10
2020,24,10086,3
2020,25,10086,3
2020,26,10086,2
2020,27,10086,5
2020,28,10086,5
2020,29,10086,7
2020,30,10086,2
2020,31,10086,2
2020,32,10086,9
2020,33,10086,3
2020,34,10086,8
2020,35,10086,10
2020,36,10086,3
2020,37,10086,6
2020,38,10086,9
2020,39,10086,6
2020,40,10086,5
2020,41,10086,1
2020,42,10086,8
2020,43,10086,2
2020,44,10086,8
2020,45,10086,10
2020,46,10086,3
2020,47,10086,2
2020,48,10086,3
2020,49,10086,5
2020,50,10086,2
2020,51,10086,6
2020,52,10086,1
2021,1,10086,5
2021,2,10086,3
2021,3,10086,1
2021,4,10086,3
2021,5,10086,8
2021,6,10086,7
2021,7,10086,2
2021,8,10086,10
2021,9,10086,3
2021,10,10086,8
2021,11,10086,2
2021,12,10086,1
2021,13,10086,9
2021,14,10086,3
2021,15,10086,4
2021,16,10086,5
2021,17,10086,9
2021,18,10086,2
2021,19,10086,7
2021,20,10086,3
2021,21,10086,7
2021,22,10086,1
2021,23,10086,3
2021,24,10086,2
2021,25,10086,4
2021,26,10086,4
2021,27,10086,2
2021,28,10086,5
2021,29,10086,10
2021,30,10086,10
2021,31,10086,6
2021,32,10086,8
2021,33,10086,4
2021,34,10086,5
2021,35,10086,10
2021,36,10086,7
2021,37,10086,9
2021,38,10086,2
2021,39,10086,3
2021,40,10086,2
2021,41,10086,1
2021,42,10086,5
2021,43,10086,9
2021,44,10086,9
2021,45,10086,6
2021,46,10086,5
2021,47,10086,3
2021,48,10086,4
2021,49,10086,9
2021,50,10086,6
2021,51,10086,2
2021,52,10086,1
2020,1,10109,2
2020,2,10109,9
2020,3,10109,6
2020,4,10109,5
2020,5,10109,10
2020,6,10109,10
2020,7,10109,5
2020,8,10109,5
2020,9,10109,4
2020,10,10109,2
2020,11,10109,1
2020,12,10109,5
2020,13,10109,8
2020,14,10109,8
2020,15,10109,1
2020,16,10109,2
2020,17,10109,8
2020,18,10109,5
2020,19,10109,7
2020,20,10109,8
2020,21,10109,8
2020,22,10109,1
2020,23,10109,2
2020,24,10109,7
2020,25,10109,7
2020,26,10109,5
2020,27,10109,4
2020,28,10109,2
2020,29,10109,2
2020,30,10109,6
2020,31,10109,9
2020,32,10109,4
2020,33,10109,1
2020,34,10109,10
2020,35,10109,9
2020,36,10109,7
2020,37,10109,6
2020,38,10109,6
2020,39,10109,9
2020,40,10109,4
2020,41,10109,7
2020,42,10109,4
2020,43,10109,1
2020,44,10109,6
2020,45,10109,10
2020,46,10109,4
2020,47,10109,5
2020,48,10109,1
2020,49,10109,4
2020,50,10109,3
2020,51,10109,7
2020,52,10109,3
2021,1,10109,7
2021,2,10109,7
2021,3,10109,5
2021,4,10109,4
2021,5,10109,10
2021,6,10109,6
2021,7,10109,6
2021,8,10109,10
2021,9,10109,9
2021,10,10109,4
2021,11,10109,8
2021,12,10109,9
2021,13,10109,2
2021,14,10109,1
2021,15,10109,1
2021,16,10109,3
2021,17,10109,4
2021,18,10109,6
2021,19,10109,4
2021,20,10109,5
2021,21,10109,8
2021,22,10109,5
2021,23,10109,5
2021,24,10109,5
2021,25,10109,9
2021,26,10109,1
2021,27,10109,5
2021,28,10109,1
2021,29,10109,6
2021,30,10109,9
2021,31,10109,10
2021,32,10109,6
2021,33,10109,8
2021,34,10109,8
2021,35,10109,3
2021,36,10109,5
2021,37,10109,3
2021,38,10109,10
2021,39,10109,10
2021,40,10109,2
2021,41,10109,1
2021,42,10109,9
2021,43,10109,2
2021,44,10109,4
2021,45,10109,6
2021,46,10109,7
2021,47,10109,5
2021,48,10109,9
2021,49,10109,4
2021,50,10109,5
2021,51,10109,3
2021,52,10109,8
2020,1,10090,9
2020,2,10090,4
2020,3,10090,10
2020,4,10090,4
2020,5,10090,3
2020,6,10090,3
2020,7,10090,6
2020,8,10090,4
2020,9,10090,9
2020,10,10090,10
2020,11,10090,3
2020,12,10090,7
2020,13,10090,5
2020,14,10090,3
2020,15,10090,5
2020,16,10090,2
2020,17,10090,8
2020,18,10090,1
2020,19,10090,4
2020,20,10090,3
2020,21,10090,9
2020,22,10090,10
2020,23,10090,10
2020,24,10090,9
2020,25,10090,1
2020,26,10090,3
2020,27,10090,10
