10002,Apple Cobbler
10005,Apple Cobbler
10007,Apple Cobbler
10008,Apple Cobbler
10022,Apple Cobbler
10048,Apple Cobbler
10091,Apple Cobbler
10092,Apple Cobbler
10093,Apple Cobbler
10107,Apple Cobbler
10108,Apple Cobbler
10109,Apple Cobbler
10004,Apple pie
10007,Apple pie
10022,Apple pie
10048,Apple pie
10071,Apple pie
10091,Apple pie
10092,Apple pie
10093,Apple pie
10094,Apple pie
10109,Apple pie
10002,Baked potato
10003,Baked potato
10022,Baked potato
10031,Baked potato
10032,Baked potato
10090,Boxed Apple Juice
10013,Breadsticks
10022,Breadsticks
10033,Breadsticks
10002,Buffalo Wings
10003,Buffalo Wings
10014,Buffalo Wings
10018,Buffalo Wings
10019,Buffalo Wings
10020,Buffalo Wings
10021,Buffalo Wings
10022,Buffalo Wings
10017,Burgers
10029,Burgers
10041,Burgers
10042,Burgers
10043,Burgers
10009,Caesar Salad
10013,Caesar Salad
10015,Caesar Salad
10043,Caesar Salad
10062,Caesar Salad
10002,Cannoli
10004,Cannoli
10007,Cannoli
10019,Cannoli
10022,Cannoli
10048,Cannoli
10050,Cannoli
10091,Cannoli
10096,Cannoli
10001,Cheese Pizza
10002,Cheese Pizza
10007,Cheese Pizza
10017,Cheese Pizza
10048,Cheese Pizza
10098,Cheese Pizza
10002,Cheesecake
10004,Cheesecake
10007,Cheesecake
10022,Cheesecake
10024,Cheesecake
10025,Cheesecake
10048,Cheesecake
10093,Cheesecake
10097,Cheesecake
10099,Cheesecake
10002,Chicken burger
10003,Chicken burger
10004,Chicken burger
10006,Chicken burger
10013,Chicken burger
10015,Chicken burger
10029,Chicken burger
10055,Chicken burger
10002,Chicken fingers
10004,Chicken fingers
10006,Chicken fingers
10008,Chicken fingers
10019,Chicken fingers
10085,Chicken fingers
10003,Chicken Pesto
10005,Chicken Pesto
10007,Chicken Pesto
10009,Chicken Pesto
10013,Chicken Pesto
10015,Chicken Pesto
10017,Chicken Pesto
10039,Chicken Pesto
10055,Chicken Pesto
10002,Chilean Sea Bass
10013,Chilean Sea Bass
10015,Chilean Sea Bass
10022,Chilean Sea Bass
10079,Chilean Sea Bass
10115,Chocolate Milk
10002,Cinnamon rolls
10005,Cinnamon rolls
10007,Cinnamon rolls
10022,Cinnamon rolls
10024,Cinnamon rolls
10048,Cinnamon rolls
10091,Cinnamon rolls
10097,Cinnamon rolls
10098,Cinnamon rolls
10111,Coke
10002,Corn Chowder
10003,Corn Chowder
10005,Corn Chowder
10029,Corn Chowder
10031,Corn Chowder
10032,Corn Chowder
10038,Corn Chowder
10054,Corn Chowder
10056,Corn Chowder
10059,Corn Chowder
10119,Corn Chowder
10074,Crab
10075,Crab
10002,Creme Brulee
10004,Creme Brulee
10048,Creme Brulee
10056,Creme Brulee
10097,Creme Brulee
10002,Crepes Suzette
10004,Crepes Suzette
10005,Crepes Suzette
10007,Crepes Suzette
10022,Crepes Suzette
10048,Crepes Suzette
10093,Crepes Suzette
10097,Crepes Suzette
10104,Crepes Suzette
10105,Crepes Suzette
10002,Egg Drop Soup
10003,Egg Drop Soup
10004,Egg Drop Soup
10008,Egg Drop Soup
10013,Egg Drop Soup
10057,Egg Drop Soup
10071,Egg Drop Soup
10072,Egg Drop Soup
10073,Egg Drop Soup
10002,French Fries
10019,French Fries
10031,French Fries
10002,Fried chicken
10003,Fried chicken
10007,Fried chicken
10008,Fried chicken
10010,Fried chicken
10014,Fried chicken
10019,Fried chicken
10036,Fried chicken
10037,Fried chicken
10038,Fried chicken
10039,Fried chicken
10040,Fried chicken
10023,Garden Salad
10043,Garden Salad
10054,Garden Salad
10060,Garden Salad
10061,Garden Salad
10120,Garden Salad
10002,Greek Quinoa Salad
10003,Greek Quinoa Salad
10015,Greek Quinoa Salad
10029,Greek Quinoa Salad
10047,Greek Quinoa Salad
10054,Greek Quinoa Salad
10061,Greek Quinoa Salad
10063,Greek Quinoa Salad
10064,Greek Quinoa Salad
10065,Greek Quinoa Salad
10081,Greek Quinoa Salad
10118,Greek Quinoa Salad
10022,Grilled cheese
10033,Grilled cheese
10084,Grilled cheese
10002,Herb Grilled Salmon
10003,Herb Grilled Salmon
10010,Herb Grilled Salmon
10011,Herb Grilled Salmon
10013,Herb Grilled Salmon
10015,Herb Grilled Salmon
10039,Herb Grilled Salmon
10080,Herb Grilled Salmon
10081,Herb Grilled Salmon
10003,Hot and Sour Soup
10004,Hot and Sour Soup
10066,Hot and Sour Soup
10067,Hot and Sour Soup
10068,Hot and Sour Soup
10069,Hot and Sour Soup
10070,Hot and Sour Soup
10071,Hot and Sour Soup
10001,Lasagna
10002,Lasagna
10009,Lasagna
10010,Lasagna
10011,Lasagna
10013,Lasagna
10014,Lasagna
10015,Lasagna
10016,Lasagna
10017,Lasagna
10029,Lasagna
10045,Lasagna
10046,Lasagna
10047,Lasagna
10048,Lasagna
10050,Lasagna
10051,Lasagna
10022,Lobster
10076,Lobster
10005,Mac and cheese
10006,Mac and cheese
10007,Mac and cheese
10009,Mac and cheese
10022,Mac and cheese
10038,Mac and cheese
10084,Mac and cheese
10088,Mac and cheese
10001,Margherita Pizza
10002,Margherita Pizza
10007,Margherita Pizza
10015,Margherita Pizza
10017,Margherita Pizza
10039,Margherita Pizza
10048,Margherita Pizza
10098,Margherita Pizza
10002,Mashed potatoes
10003,Mashed potatoes
10005,Mashed potatoes
10022,Mashed potatoes
10031,Mashed potatoes
10005,Milk
10017,Minestrone Soup
10029,Minestrone Soup
10035,Minestrone Soup
10054,Minestrone Soup
10057,Minestrone Soup
10058,Minestrone Soup
10059,Minestrone Soup
10029,Mini burgers
10033,Mini burgers
10043,Mini burgers
10045,Mini burgers
10086,Mini burgers
10087,Mini burgers
10002,Molten lava cakes
10004,Molten lava cakes
10007,Molten lava cakes
10022,Molten lava cakes
10048,Molten lava cakes
10096,Molten lava cakes
10001,Mozzarella sticks
10002,Mozzarella sticks
10003,Mozzarella sticks
10004,Mozzarella sticks
10005,Mozzarella sticks
10006,Mozzarella sticks
10007,Mozzarella sticks
10008,Mozzarella sticks
10009,Mozzarella sticks
10010,Mozzarella sticks
10011,Mozzarella sticks
10012,Mozzarella sticks
10013,Mozzarella sticks
10014,Mozzarella sticks
10015,Mozzarella sticks
10016,Mozzarella sticks
10017,Mozzarella sticks
10004,Onion rings
10008,Onion rings
10028,Onion rings
10029,Onion rings
10113,Orange Fanta
10001,Pepperoni Pizza
10002,Pepperoni Pizza
10007,Pepperoni Pizza
10017,Pepperoni Pizza
10048,Pepperoni Pizza
10089,Pepperoni Pizza
10098,Pepperoni Pizza
10002,Pesto Pasta
10003,Pesto Pasta
10009,Pesto Pasta
10015,Pesto Pasta
10029,Pesto Pasta
10034,Pesto Pasta
10035,Pesto Pasta
10002,Pumpkin pie
10004,Pumpkin pie
10005,Pumpkin pie
10008,Pumpkin pie
10013,Pumpkin pie
10048,Pumpkin pie
10056,Pumpkin pie
10091,Pumpkin pie
10092,Pumpkin pie
10095,Pumpkin pie
10117,Pumpkin pie
10002,Roasted Cauliflower
10003,Roasted Cauliflower
10015,Roasted Cauliflower
10044,Roasted Cauliflower
10009,Seafood Arrabiata
10011,Seafood Arrabiata
10013,Seafood Arrabiata
10015,Seafood Arrabiata
10017,Seafood Arrabiata
10029,Seafood Arrabiata
10035,Seafood Arrabiata
10039,Seafood Arrabiata
10077,Seafood Arrabiata
10078,Seafood Arrabiata
10003,Shrimp Scampi
10011,Shrimp Scampi
10013,Shrimp Scampi
10015,Shrimp Scampi
10022,Shrimp Scampi
10081,Shrimp Scampi
10082,Shrimp Scampi
10083,Shrimp Scampi
10002,Spaghetti with meatballs
10003,Spaghetti with meatballs
10004,Spaghetti with meatballs
10006,Spaghetti with meatballs
10009,Spaghetti with meatballs
10011,Spaghetti with meatballs
10013,Spaghetti with meatballs
10015,Spaghetti with meatballs
10016,Spaghetti with meatballs
10017,Spaghetti with meatballs
10029,Spaghetti with meatballs
10035,Spaghetti with meatballs
10045,Spaghetti with meatballs
10049,Spaghetti with meatballs
10002,Spinach cheese dip with chips
10009,Spinach cheese dip with chips
10013,Spinach cheese dip with chips
10023,Spinach cheese dip with chips
10024,Spinach cheese dip with chips
10025,Spinach cheese dip with chips
10026,Spinach cheese dip with chips
10027,Spinach cheese dip with chips
10112,Sprite
10116,Strawberry Milk
10002,Strawberry shortcake
10005,Strawberry shortcake
10007,Strawberry shortcake
10022,Strawberry shortcake
10048,Strawberry shortcake
10056,Strawberry shortcake
10097,Strawberry shortcake
10106,Strawberry shortcake
10107,Strawberry shortcake
10114,Sweet Tea
10002,Tiramisu
10004,Tiramisu
10048,Tiramisu
10056,Tiramisu
10097,Tiramisu
10100,Tiramisu
10101,Tiramisu
10102,Tiramisu
10103,Tiramisu
10017,Tomato Soup
10029,Tomato Soup
10039,Tomato Soup
10056,Tomato Soup
10002,Truffle fries
10030,Truffle fries
10031,Truffle fries
10001,Vegetable Lasagna
10002,Vegetable Lasagna
10009,Vegetable Lasagna
10010,Vegetable Lasagna
10011,Vegetable Lasagna
10013,Vegetable Lasagna
10014,Vegetable Lasagna
10015,Vegetable Lasagna
10016,Vegetable Lasagna
